"","Data","Measure_Code","Measure_ItemName_ENG","Measure_SortOrder","Measure_Hierarchy","Measure_ItemNotes_ENG","Period_Code","Period_ItemName_ENG","Period_SortOrder","Period_Hierarchy","Period_ItemNotes_ENG","Transactiontype_Code","Transactiontype_ItemName_ENG","Transactiontype_SortOrder","Transactiontype_Hierarchy","Transactiontype_ItemNotes_ENG","Transactionvalue_Code","Transactionvalue_ItemName_ENG","Transactionvalue_SortOrder","Transactionvalue_Hierarchy","Transactionvalue_ItemNotes_ENG","PartitionKey"
"4735",1690,"C","Number of transactions","101","0","","201920Jan","January 2019-20","241","201920Q4","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4736",0.9,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4737",15,"V","Property value taxed (£ million)","103","0","","201920Jan","January 2019-20","241","201920Q4","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4738",0.8,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4739",24,"V","Property value taxed (£ million)","103","0","","201920Jan","January 2019-20","241","201920Q4","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4740",30,"C","Number of transactions","101","0","","201920Jan","January 2019-20","241","201920Q4","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4741",5.6,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4742",151,"V","Property value taxed (£ million)","103","0","","201920Jan","January 2019-20","241","201920Q4","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4743",770,"C","Number of transactions","101","0","","201920Jan","January 2019-20","241","201920Q4","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4744",2.2,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4745",77,"V","Property value taxed (£ million)","103","0","","201920Jan","January 2019-20","241","201920Q4","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4746",110,"C","Number of transactions","101","0","","201920Jan","January 2019-20","241","201920Q4","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4747",1010,"C","Number of transactions","101","0","","201920Jan","January 2019-20","241","201920Q4","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4748",170,"C","Number of transactions","101","0","","201920Jan","January 2019-20","241","201920Q4","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"4749",3.3,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"4750",85,"V","Property value taxed (£ million)","103","0","","201920Jan","January 2019-20","241","201920Q4","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"4751",2.2,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4752",273,"V","Property value taxed (£ million)","103","0","","201920Jan","January 2019-20","241","201920Q4","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4753",680,"C","Number of transactions","101","0","","201920Jan","January 2019-20","241","201920Q4","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4754",1.5,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4755",146,"V","Property value taxed (£ million)","103","0","","201920Jan","January 2019-20","241","201920Q4","","RE","Residential","100","TO","","A02","Residential £180,001 to £250,000","102","A99","",""
"4756",3850,"C","Number of transactions","101","0","","201920Jan","January 2019-20","241","201920Q4","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4757",11.6,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4758",687,"V","Property value taxed (£ million)","103","0","","201920Jan","January 2019-20","241","201920Q4","","RE","Residential","100","TO","","A99","Residential total","100","Tot","",""
"4759",2460,"C","Number of transactions","101","0","","201920Jan","January 2019-20","241","201920Q4","","RE","Residential","100","TO","","A01","Residential up to and including £180,000","101","A99","",""
"4760",1.3,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","MR","Revenue from main rate","121","RH","","A99","Residential total","100","Tot","",""
"4761",0,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","MR","Revenue from main rate","121","RH","","A01","Residential up to and including £180,000","101","A99","",""
"4762",0.1,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","MR","Revenue from main rate","121","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"4763",0.4,"D","Tax due (£ million)","102","0","","201920Jan","January 2019-20","241","201920Q4","","MR","Revenue from main rate","121","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"4764",4.9,"D","Tax due (£ million)","102","0","","201920Jul","July 2019-20","221","201920Q2","","HR","Revenue from higher rate","122","RH","","A99","Residential total","100","Tot","",""
"4765",2.4,"D","Tax due (£ million)","102","0","","201920Jul","July 2019-20","221","201920Q2","","HR","Revenue from higher rate","122","RH","","A01","Residential up to and including £180,000","101","A99","",""
"4766",1,"D","Tax due (£ million)","102","0","","201920Jul","July 2019-20","221","201920Q2","","HR","Revenue from higher rate","122","RH","","A02","Residential £180,001 to £250,000","102","A99","",""
"4767",0.6,"D","Tax due (£ million)","102","0","","201920Jul","July 2019-20","221","201920Q2","","HR","Revenue from higher rate","122","RH","","A04","Residential £400,001 to £750,000","104","A99","",""
"4768",170,"C","Number of transactions","101","0","","201920Jul","July 2019-20","221","201920Q2","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4769",2.7,"D","Tax due (£ million)","102","0","","201920Jul","July 2019-20","221","201920Q2","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4770",83,"V","Property value taxed (£ million)","103","0","","201920Jul","July 2019-20","221","201920Q2","","RS","Main rate residential","110","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4771",810,"C","Number of transactions","101","0","","201920Jul","July 2019-20","221","201920Q2","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4772",0.9,"D","Tax due (£ million)","102","0","","201920Jul","July 2019-20","221","201920Q2","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4773",174,"V","Property value taxed (£ million)","103","0","","201920Jul","July 2019-20","221","201920Q2","","RS","Main rate residential","110","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4774",3910,"C","Number of transactions","101","0","","201920Jul","July 2019-20","221","201920Q2","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"4775",7.3,"D","Tax due (£ million)","102","0","","201920Jul","July 2019-20","221","201920Q2","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"4776",734,"V","Property value taxed (£ million)","103","0","","201920Jul","July 2019-20","221","201920Q2","","RS","Main rate residential","110","RE","","A99","Residential total","100","Tot","",""
"4777",2300,"C","Number of transactions","101","0","","201920Jul","July 2019-20","221","201920Q2","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4778",0,"D","Tax due (£ million)","102","0","","201920Jul","July 2019-20","221","201920Q2","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4779",277,"V","Property value taxed (£ million)","103","0","","201920Jul","July 2019-20","221","201920Q2","","RS","Main rate residential","110","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4780",40,"C","Number of transactions","101","0","","201920Jul","July 2019-20","221","201920Q2","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4781",1.2,"D","Tax due (£ million)","102","0","","201920Jul","July 2019-20","221","201920Q2","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4782",19,"V","Property value taxed (£ million)","103","0","","201920Jul","July 2019-20","221","201920Q2","","RH","Higher rates residential","120","RE","","A04","Residential £400,001 to £750,000","104","A99","",""
"4783",160,"C","Number of transactions","101","0","","201920Jul","July 2019-20","221","201920Q2","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4784",1.2,"D","Tax due (£ million)","102","0","","201920Jul","July 2019-20","221","201920Q2","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4785",34,"V","Property value taxed (£ million)","103","0","","201920Jul","July 2019-20","221","201920Q2","","RH","Higher rates residential","120","RE","","A02","Residential £180,001 to £250,000","102","A99","",""
"4786",1110,"C","Number of transactions","101","0","","201920Jul","July 2019-20","221","201920Q2","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4787",6.3,"D","Tax due (£ million)","102","0","","201920Jul","July 2019-20","221","201920Q2","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4788",171,"V","Property value taxed (£ million)","103","0","","201920Jul","July 2019-20","221","201920Q2","","RH","Higher rates residential","120","RE","","A99","Residential total","100","Tot","",""
"4789",810,"C","Number of transactions","101","0","","201920Jul","July 2019-20","221","201920Q2","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4790",2.4,"D","Tax due (£ million)","102","0","","201920Jul","July 2019-20","221","201920Q2","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4791",84,"V","Property value taxed (£ million)","103","0","","201920Jul","July 2019-20","221","201920Q2","","RH","Higher rates residential","120","RE","","A01","Residential up to and including £180,000","101","A99","",""
"4792",200,"C","Number of transactions","101","0","","201920Jul","July 2019-20","221","201920Q2","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
"4793",3.8,"D","Tax due (£ million)","102","0","","201920Jul","July 2019-20","221","201920Q2","","RE","Residential","100","TO","","A04","Residential £400,001 to £750,000","104","A99","",""
