"","periodCode","periodDescription","transactionTypeCode","transactionTypeDescription","valueBinCode","valueBinDescription","measureCode","measureCodeDescription","dataValue","lowBin","highBin","baseYear"
"12209","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",81,"£400,001 to £425,000","D","Tax due (£ million)",1.2,400001,425000,2019
"12292","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",81,"£400,001 to £425,000","V","Property value taxed (£ million)",23,400001,425000,2019
"12127","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",82,"£425,001 to £450,000","C","Number of transactions",50,425001,450000,2019
"12210","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",82,"£425,001 to £450,000","D","Tax due (£ million)",1.3,425001,450000,2019
"12293","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",82,"£425,001 to £450,000","V","Property value taxed (£ million)",24,425001,450000,2019
"12128","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",83,"£450,001 to £500,000","C","Number of transactions",70,450001,5e+05,2019
"12211","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",83,"£450,001 to £500,000","D","Tax due (£ million)",2.1,450001,5e+05,2019
"12294","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",83,"£450,001 to £500,000","V","Property value taxed (£ million)",34,450001,5e+05,2019
"12129","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",84,"£500,001 to £550,000","C","Number of transactions",30,500001,550000,2019
"12212","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",84,"£500,001 to £550,000","D","Tax due (£ million)",1.1,500001,550000,2019
"12295","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",84,"£500,001 to £550,000","V","Property value taxed (£ million)",18,500001,550000,2019
"12130","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",85,"£550,001 to £600,000","C","Number of transactions",40,550001,6e+05,2019
"12213","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",85,"£550,001 to £600,000","D","Tax due (£ million)",1.4,550001,6e+05,2019
"12296","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",85,"£550,001 to £600,000","V","Property value taxed (£ million)",23,550001,6e+05,2019
"12131","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",86,"£600,001 to £650,000","C","Number of transactions",20,600001,650000,2019
"12214","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",86,"£600,001 to £650,000","D","Tax due (£ million)",0.7,600001,650000,2019
"12297","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",86,"£600,001 to £650,000","V","Property value taxed (£ million)",11,600001,650000,2019
"12132","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",88,"£650,001 to £750,000","C","Number of transactions",40,650001,750000,2019
"12215","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",88,"£650,001 to £750,000","D","Tax due (£ million)",1.5,650001,750000,2019
"12298","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",88,"£650,001 to £750,000","V","Property value taxed (£ million)",25,650001,750000,2019
"12133","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",89,"£750,001 to £925,000","C","Number of transactions",20,750001,925000,2019
"12216","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",89,"£750,001 to £925,000","D","Tax due (£ million)",1.3,750001,925000,2019
"12299","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",89,"£750,001 to £925,000","V","Property value taxed (£ million)",18,750001,925000,2019
"12134","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",90,"£925,001 and over","C","Number of transactions",20,925001,NA,2019
"12217","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",90,"£925,001 and over","D","Tax due (£ million)",1.3,925001,NA,2019
"12300","YE20190331","Year ending 31 March 2019","RH","Higher rates residential",90,"£925,001 and over","V","Property value taxed (£ million)",24,925001,NA,2019
"9010","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",0,"£0","C","Number of transactions",180,0,0,2020
"9027","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",0,"£0","D","Tax due (£ million)",NA,0,0,2020
"9044","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",0,"£0","N","Rental value taxed (£ million)",0,0,0,2020
"9011","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",1,"£1 to £10,000","C","Number of transactions",90,1,10000,2020
"9028","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",1,"£1 to £10,000","D","Tax due (£ million)",NA,1,10000,2020
"9045","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",1,"£1 to £10,000","N","Rental value taxed (£ million)",0.25,1,10000,2020
"9012","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",2,"£10,001 to £25,000","C","Number of transactions",40,10001,25000,2020
"9029","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",2,"£10,001 to £25,000","D","Tax due (£ million)",NA,10001,25000,2020
"9046","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",2,"£10,001 to £25,000","N","Rental value taxed (£ million)",1,10001,25000,2020
"9013","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",3,"£25,001 to £50,000","C","Number of transactions",60,25001,50000,2020
"9030","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",3,"£25,001 to £50,000","D","Tax due (£ million)",0.025,25001,50000,2020
"9047","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",3,"£25,001 to £50,000","N","Rental value taxed (£ million)",2,25001,50000,2020
"9014","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",4,"£50,001 to £75,000","C","Number of transactions",90,50001,75000,2020
"9031","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",4,"£50,001 to £75,000","D","Tax due (£ million)",NA,50001,75000,2020
"9048","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",4,"£50,001 to £75,000","N","Rental value taxed (£ million)",5,50001,75000,2020
"9015","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",5,"£75,001 to £100,000","C","Number of transactions",120,75001,1e+05,2020
"9032","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",5,"£75,001 to £100,000","D","Tax due (£ million)",NA,75001,1e+05,2020
"9049","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",5,"£75,001 to £100,000","N","Rental value taxed (£ million)",10,75001,1e+05,2020
"9016","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",6,"£100,001 to £125,000","C","Number of transactions",110,100001,125000,2020
"9033","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",6,"£100,001 to £125,000","D","Tax due (£ million)",0.025,100001,125000,2020
"9050","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",6,"£100,001 to £125,000","N","Rental value taxed (£ million)",12,100001,125000,2020
"9017","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",7,"£125,001 to £150,000","C","Number of transactions",100,125001,150000,2020
"9034","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",7,"£125,001 to £150,000","D","Tax due (£ million)",0.025,125001,150000,2020
"9051","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",7,"£125,001 to £150,000","N","Rental value taxed (£ million)",14,125001,150000,2020
"9018","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",8,"£150,001 to £200,000","C","Number of transactions",240,150001,2e+05,2020
"9035","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",8,"£150,001 to £200,000","D","Tax due (£ million)",0.1,150001,2e+05,2020
"9052","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",8,"£150,001 to £200,000","N","Rental value taxed (£ million)",41,150001,2e+05,2020
"9019","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",9,"£200,001 to £250,000","C","Number of transactions",160,200001,250000,2020
"9036","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",9,"£200,001 to £250,000","D","Tax due (£ million)",0.1,200001,250000,2020
"9053","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",9,"£200,001 to £250,000","N","Rental value taxed (£ million)",36,200001,250000,2020
"9020","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",10,"£250,001 to £300,000","C","Number of transactions",130,250001,3e+05,2020
"9037","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",10,"£250,001 to £300,000","D","Tax due (£ million)",0.2,250001,3e+05,2020
"9054","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",10,"£250,001 to £300,000","N","Rental value taxed (£ million)",36,250001,3e+05,2020
"9021","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",11,"£300,001 to £400,000","C","Number of transactions",130,300001,4e+05,2020
"9038","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",11,"£300,001 to £400,000","D","Tax due (£ million)",0.2,300001,4e+05,2020
"9055","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",11,"£300,001 to £400,000","N","Rental value taxed (£ million)",45,300001,4e+05,2020
"9022","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",12,"£400,001 to £500,000","C","Number of transactions",90,400001,5e+05,2020
"9039","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",12,"£400,001 to £500,000","D","Tax due (£ million)",0.2,400001,5e+05,2020
"9056","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",12,"£400,001 to £500,000","N","Rental value taxed (£ million)",39,400001,5e+05,2020
"9023","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",13,"£500,001 to £750,000","C","Number of transactions",130,500001,750000,2020
"9040","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",13,"£500,001 to £750,000","D","Tax due (£ million)",0.6,500001,750000,2020
"9057","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",13,"£500,001 to £750,000","N","Rental value taxed (£ million)",79,500001,750000,2020
"9024","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",14,"£750,001 to £1,000,000","C","Number of transactions",70,750001,1e+06,2020
"9041","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",14,"£750,001 to £1,000,000","D","Tax due (£ million)",0.5,750001,1e+06,2020
"9058","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",14,"£750,001 to £1,000,000","N","Rental value taxed (£ million)",62,750001,1e+06,2020
"9025","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",15,"£1,000,001 to £2,000,000","C","Number of transactions",120,1000001,2e+06,2020
"9042","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",15,"£1,000,001 to £2,000,000","D","Tax due (£ million)",1.3,1000001,2e+06,2020
"9059","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",15,"£1,000,001 to £2,000,000","N","Rental value taxed (£ million)",166,1000001,2e+06,2020
"9026","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",16,"£2,000,001 and over","C","Number of transactions",100,2000001,NA,2020
"9043","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",16,"£2,000,001 and over","D","Tax due (£ million)",9.4,2000001,NA,2020
"9060","YE20200331","Year ending 31 March 2020","NRN","Non-residential: rental element",16,"£2,000,001 and over","N","Rental value taxed (£ million)",904,2000001,NA,2020
"8926","YE20200331","Year ending 31 March 2020","NRP","Non-residential: premium element",0,"£0","C","Number of transactions",1690,0,0,2020
"8954","YE20200331","Year ending 31 March 2020","NRP","Non-residential: premium element",0,"£0","D","Tax due (£ million)",NA,0,0,2020
